row_id,entity,role,note,affiliation,person
5779,Allan Miller,producer,,,
5779,William Fertik,producer,,,
5780,Richard Gayer,producer,,,
5781,Pen Densham,producer,,,
5781,John Watson,producer,,,
5841,Howard Smith,producer,,,
5841,Sarah Kernochan,producer,,,
5842,Bert Haanstra,producer,,,
5843,Marvin Worth,producer,,,
5843,Arnold Perl,producer,,,
5844,Robert Hendrickson,producer,,,
5844,Laurence Merrick,producer,,,
5845,Eckehard Munck,producer,,,
5846,Charles Huguenot van der Linden,producer,,,
5846,Martina Huguenot van der Linden,producer,,,
5847,Peter Schamoni,producer,,,
5848,Giorgio Treves,producer,,,
5849,Tadeusz Jaworski,producer,,,
5850,Humphrey Swingler,producer,,,
5875,Albert S. Ruddy,producer,,,
5876,Cy Feuer,producer,,,
5877,John Boorman,producer,,,
5878,Bengt Forslund,producer,,,
5879,Robert B. Radnitz,producer,,,
5880,Richard Williams,producer,,,
5881,Bob Godfrey,producer,,,
5882,Nedeljko Dragic,producer,,,
5883,Richard Barclay,producer,,,
5884,Ron Satlof,producer,,,
5884,Ray Gideon,producer,,,
5885,David Adams,producer,,,
5945,Walon Green,producer,,,
5946,Alan Landsburg,producer,,,
5947,Bruce Brown,producer,,,
5948,Lennart Ehrenborg,producer,,,
5948,Thor Heyerdahl,producer,,,
5949,Marcel Ophuls,producer,,,
5950,Manuel Arango,producer,,,
5950,Robert Amram,producer,,,
5951,Han van Gelder,producer,,,
5952,Julian Krainin,producer,,,
5952,DeWitt L. Sage Jr,producer,,,
5953,Donald Wrye,producer,,,
5954,Hal Riney,producer,,,
5954,Dick Snider,producer,,,
5954,Sherwood Omens,producer,,,
5980,Philip D'Antoni,producer,,,
5981,Stanley Kubrick,producer,,,
5982,Norman Jewison,producer,,,
5983,Stephen J. Friedman,producer,,,
5984,Sam Spiegel,producer,,,
5985,Ted Petok,producer,,,
5986,Michael Mills,producer,,,
5987,Peter Sander,producer,,,
5987,Murray Shostak,producer,,,
5988,Manuel Arango,producer,,,
5988,Robert Amram,producer,,,
5989,Denny Evans,producer,,,
5989,Ken Greenwald,producer,,,
5990,Stephen F. Verona,producer,,,
6049,Bob Maurice,producer,,,
6050,Dr. Harald Reinl,producer,,,
6051,Jim Jacobs,producer,,,
6052,Ely Landau,producer,,,
6053,David H. Vowell,producer,,,
6054,Joseph Strick,producer,,,
6055,Robert McBride,producer,,,
6056,Bob Aller,producer,,,
6057,Vivien Carey,producer,,,
6057,Patrick Carey,producer,,,
6058,Horst Dallmayr,producer,,,
6058,Robert Menegoz,producer,,,
6084,Frank McCarthy,producer,,,
6085,Ross Hunter,producer,,,
6086,Bob Rafelson,producer,,,
6086,Richard Wechsler,producer,,,
6087,Howard G. Minsky,producer,,,
6088,Ingo Preminger,producer,,,
6089,Nick Bosustow,producer,,,
6090,Robert Mitchell,producer,,,
6090,Dale Case,producer,,,
6091,Cameron Guess,producer,,,
6092,John Longenecker,producer,,,
6093,Robert Siegler,producer,,,
6094,John Hancock,producer,,,
6156,Bernard Chevry,producer,,,
6157,Robert K. Sharpe,producer,,,
6158,Emile de Antonio,producer,,,
6160,Irwin Rosten,producer,,,
6161,Denis Sanders,producer,,,
6161,Robert M. Fresco,producer,,,
6162,Donald Wrye,producer,,,
6163,Joan Horvath,producer,,,
6164,Arthur H. Wolf,producer,,,
6164,Russell A. Mosser,producer,,,
6165,Joan Keller Stern,producer,,,
6191,Jerome Hellman,producer,,,
6192,Hal B. Wallis,producer,,,
6193,John Foreman,producer,,,
6194,Ernest Lehman,producer,,,
6195,Jacques Perrin,producer,,,
6195,Hamed Rachedi,producer,,,
6196,Ward Kimball,producer,,,
6197,John Hubley,producer,,,
6197,Faith Hubley,producer,,,
6198,Ryan Larkin,producer,,,
6199,Joan Keller Stern,producer,,,
6200,Doug Jackson,producer,,,
6201,Marc Merson,producer,,,
6261,Bill McGaw,producer,,,
6262,James Blue,producer,,,
6263,William Cayton,producer,,,
6264,David H. Sawyer,producer,,,
6265,Robert Cohn,producer,,,
6265,Alex Grasshoff,producer,,,
6266,Saul Bass,producer,,,
6267,Fali Bilimoria,producer,,,
6268,Lee R. Bobker,producer,,,
6269,Thomas P. Kelly Jr,producer,,,
6270,Dan E. Weisburd,producer,,,
6296,John Woolf,producer,,,
6297,Ray Stark,producer,,,
6298,Martin Poll,producer,,,
6299,Paul Newman,producer,,,
6300,Anthony Havelock-Allan,producer,,,
6300,John Brabourne,producer,,,
6301,Walt Disney,producer,,,
6302,Wolf Koenig,producer,,,
6302,Jim MacKay,producer,,,
6303,Jimmy Murakami,producer,,,
6304,John Hubley,producer,,,
6304,Faith Hubley,producer,,,
6305,Charles Guggenheim,producer,,,
6306,George Coe,producer,,,
6306,Sidney Davis,producer,,,
6306,Anthony Lover,producer,,,
6308,John Astin,producer,,,
6369,Pierre Schoendoerffer,producer,,,
6370,Murray Lerner,producer,,,
6371,Carroll Ballard,producer,,,
6372,Jack Le Vien,producer,,,
6373,William C. Jersey,producer,,,
6374,Mark Harris,producer,,,
6374,Trevor Greenwood,producer,,,
6375,Charles E. Guggenheim,producer,,,
6376,Christopher Chapman,producer,,,
6377,Robert Fitchett,producer,,,
6378,Carl V. Ragsdale,producer,,,
6404,Walter Mirisch,producer,,,
6405,Warren Beatty,producer,,,
6406,Arthur P. Jacobs,producer,,,
6407,Lawrence Turman,producer,,,
6408,Stanley Kramer,producer,,,
6409,Fred Wolf,producer,,,
6410,Jean-Charles Meunier,producer,,,
6411,Robert Verrall,producer,,,
6411,Wolf Koenig,producer,,,
6412,Christopher Chapman,producer,,,
6413,Julian Biggs,producer,,,
6414,John Ferno,producer,,,
6415,Len Janson,producer,,,
6415,Chuck Menville,producer,,,
6493,Peter Watkins,producer,,,
6494,Alfred R. Kelman,producer,,,
6495,Peter Jones,producer,,,
6495,Tom Daly,producer,,,
6496,Haroun Tazieff,producer,,,
6497,Alex Grasshoff,producer,,,
6498,Edmond A. Levy,producer,,,
6499,Marin Karmitz,producer,,,
6499,Vladimir Forgency,producer,,,
6500,Michael Ahnemann,producer,,,
6500,Gary Schlosser,producer,,,
6501,Lee R. Bobker,producer,,,
6501,Helen Kristt Radin,producer,,,
6528,Fred Zinnemann,producer,,,
6529,Lewis Gilbert,producer,,,
6530,Norman Jewison,producer,,,
6531,Robert Wise,producer,,,
6532,Ernest Lehman,producer,,,
6533,John Hubley,producer,,,
6533,Faith Hubley,producer,,,
6534,Wolf Koenig,producer,,,
6534,Robert Verrall,producer,,,
6535,David H. DePatie,producer,,,
6535,Friz Freleng,producer,,,
6536,Edgar Anstey,producer,,,
6537,Derek Williams,producer,,,
6538,Leslie Winik,producer,,,
6617,Sidney Glazier,producer,,,
6618,Laurence E. Mascott,producer,,,
6619,Peter Mills,producer,,,
6620,Marshall Flaum,producer,,,
6621,Frédéric Rossif,producer,,,
6622,Francis Thompson,producer,,,
6623,Kirk Smallman,producer,,,
6626,Patrick Carey,producer,,,
6626,Joe Mendoza,producer,,,
6652,Robert Wise,producer,,,
6653,Joseph Janni,producer,,,
6654,Carlo Ponti,producer,,,
6655,Stanley Kramer,producer,,,
6656,Fred Coe,producer,,,
6657,Chuck Jones,producer,,,
6657,Les Goldman,producer,,,
6658,Eliot Noyes Jr,producer,,,
6659,Emanuele Luzzati,producer,,,
6660,Claude Berri,producer,,,
6661,Lothar Wolff,producer,,,
6662,Marshal Backlar,producer,,,
6662,Noel Black,producer,,,
6663,Edgar Anstey,producer,,,
6664,Jim Henson,producer,,,
6742,Jacques-Yves Cousteau,producer,,,
6743,Jack Le Vien,producer,,,
6744,Mel Stuart,producer,,,
6745,Bert Haanstra,producer,,,
6746,Jean Aurel,producer,,,
6747,Charles Guggenheim,producer,,,
6748,Henry Jacobs,producer,,,
6748,John Korty,producer,,,
6749,Charles Guggenheim,producer,,,
6751,Geoffrey Scott,producer,,,
6751,Oxley Hughan,producer,,,
6777,Jack L. Warner,producer,,,
6778,Hal B. Wallis,producer,,,
6779,Stanley Kubrick,producer,,,
6780,Walt Disney,producer,,,
6780,Bill Walsh,producer,,,
6781,Michael Cacoyannis,producer,,,
6782,David H. DePatie,producer,,,
6782,Friz Freleng,producer,,,
6784,William L. Snyder,producer,,,
6785,William L. Snyder,producer,,,
6786,Edward Schreiber,producer,,,
6787,Carson Davidson,producer,,,
6788,Robert Clouse,producer,,,
6864,Robert Hughes,producer,,,
6865,Paul de Roubaix,producer,,,
6866,Edgar Anstey,producer,,,
6867,Marshall Flaum,producer,,,
6868,Simon Schiffrin,producer,,,
6869,George Stevens Jr,producer,,,
6870,Algernon G. Walker,producer,,,
6871,Edgar Anstey,producer,,,
6872,Mel London,producer,,,
6898,Tony Richardson,producer,,,
6899,Elia Kazan,producer,,,
6900,Walter Wanger,producer,,,
6901,Bernard Smith,producer,,,
6902,Ralph Nelson,producer,,,
6903,Ernest Pintoff,producer,,,
6904,John Halas,producer,,,
6905,Dusan Vukotic,producer,,,
6906,Colin Low,producer,,,
6906,Tom Daly,producer,,,
6907,Carmen D'Avino,producer,,,
6908,Paul de Roubaix,producer,,,
6908,Marcel Ichac,producer,,,
6909,Ezra Baker,producer,,,
6910,James Hill,producer,,,
6911,Christopher Miles,producer,,,
6912,Walker Stuart,producer,,,
6988,Louis Clyde Stoumen,producer,,,
6989,Hugo Niebeling,producer,,,
6990,Jack Howells,producer,,,
6991,William L. Hendricks,producer,,,
6992,Robert Saudek,producer,,,
7018,Sam Spiegel,producer,,,
7019,Darryl F. Zanuck,producer,,,
7020,Morton Da Costa,producer,,,
7021,Aaron Rosenberg,producer,,,
7022,Alan J. Pakula,producer,,,
7023,John Hubley,producer,,,
7023,Faith Hubley,producer,,,
7024,Jules Engel,producer,,,
7026,William L. Snyder,producer,,,
7027,Walt Disney,producer,,,
7028,Pierre Etaix,producer,,,
7028,J.C. Carrière,producer,,,
7029,Martina Huguenot van der Linden,producer,,,
7029,Charles Huguenot van der Linden,producer,,,
7030,Robert Clouse,producer,,,
7031,Hayward Anderson,producer,,,
7032,Herman van der Horst,producer,,,
7106,Arthur Cohn,producer,,,
7106,Rene Lafuite,producer,,,
7108,Frank P. Bibas,producer,,,
7110,Jim O'Connor,producer,,,
7110,Tom Hayes,producer,,,
7112,Benedetto Benedetti,producer,,,
7138,Robert Wise,producer,,,
7139,Joshua Logan,producer,,,
7140,Carl Foreman,producer,,,
7141,Robert Rossen,producer,,,
7142,Stanley Kramer,producer,,,
7144,Walt Disney,producer,,,
7145,Chuck Jones,producer,,,
7146,Chuck Jones,producer,,,
7147,Friz Freleng,producer,,,
7150,Dr. John D. Jennings,producer,,,
7151,Robert Gaffney,producer,,,
7230,Larry Lansburgh,producer,,,
7231,Robert D. Fraser,producer,,,
7232,James Hill,producer,,,
7235,Charles Carey,producer,,,
7235,Altina Carey,producer,,,
7236,Colin Low,producer,,,
7262,Billy Wilder,producer,,,
7263,John Wayne,producer,,,
7264,Bernard Smith,producer,,,
7265,Jerry Wald,producer,,,
7266,Fred Zinnemann,producer,,,
7267,William L. Snyder,producer,,,
7268,Walt Disney,producer,,,
7271,Frantisek Vystrecil,producer,,,
7272,Ezra R. Baker,producer,,,
7273,Charles F. Schwep,producer,,,
7273,Ismail Merchant,producer,,,
7274,Walt Disney,producer,,,
7275,Leslie Winik,producer,,,
7352,Bernhard Grzimek,producer,,,
7353,David L. Wolper,producer,,,
7354,Bert Haanstra,producer,,,
7355,Walt Disney,producer,,,
7356,Edward F. Cullen,producer,,,
7382,Sam Zimbalist,producer,,,
7383,Otto Preminger,producer,,,
7384,George Stevens,producer,,,
7385,Henry Blanke,producer,,,
7386,John Woolf,producer,,,
7386,James Woolf,producer,,,
7387,John Hubley,producer,,,
7388,John W. Burton,producer,,,
7389,Walt Disney,producer,,,
7390,Ernest Pintoff,producer,,,
7391,Jacques-Yves Cousteau,producer,,,
7392,Ian Ferguson,producer,,,
7393,Walt Disney,producer,,,
7394,Peter Sellers,producer,,,
7395,Shirley Clarke,producer,,,
7395,Willard Van Dyke,producer,,,
7395,Irving Jacoby,producer,,,
7461,Ben Sharpsteen,producer,,,
7462,James Carr,producer,,,
7463,Robert Snyder,producer,,,
7464,Nathan Zucker,producer,,,
7465,Ben Sharpsteen,producer,,,
7466,Kenneth G. Brown,producer,,,
7467,Ian Ferguson,producer,,,
7468,Tom Daly,producer,,,
7469,Thorold Dickinson,producer,,,
7495,Arthur Freed,producer,,,
7497,Lawrence Weingarten,producer,,,
7498,Stanley Kramer,producer,,,
7499,Harold Hecht,producer,,,
7500,John W. Burton,producer,,,
7501,Walt Disney,producer,,,
7502,William M. Weiss,producer,,,
7503,Walt Disney,producer,,,
7504,Ian Ferguson,producer,,,
7505,John Patrick Hayes,producer,,,
7507,James A. Lebenthal,producer,,,
7567,Jerome Hill,producer,,,
7568,Lionel Rogosin,producer,,,
7569,Manuel Barbachano Ponce,producer,,,
7590,Sam Spiegel,producer,,,
7591,Jerry Wald,producer,,,
7592,William Goetz,producer,,,
7593,Henry Fonda,producer,,,
7593,Reginald Rose,producer,,,
7594,Arthur Hornblow Jr,producer,,,
7595,Edward Selzer,producer,,,
7596,William Hanna,producer,,,
7596,Joseph Barbera,producer,,,
7597,Edward Selzer,producer,,,
7598,Stephen Bosustow,producer,,,
7599,Walt Disney,producer,,,
7600,Larry Lansburgh,producer,,,
7601,Norman McLaren,producer,,,
7602,Tom Daly,producer,,,
7603,James Carr,producer,,,
7604,Ben Sharpsteen,producer,,,
7682,Jacques-Yves Cousteau,producer,,,
7683,Louis Clyde Stoumen,producer,,,
7685,Louis Clyde Stoumen,producer,,,
7687,John Healy,producer,,,
7688,Valentine Davies,producer,,,
7689,Ward Kimball,producer,,,
7695,Dino De Laurentiis,producer,,,
7695,Carlo Ponti,producer,,,
7696,Gyula Trebitsch,producer,,,
7696,Walter Koppel,producer,,,
7697,Annie Dorfmann,producer,,,
7698,Masayuki Takagi,producer,,,
7699,O. Dalsgaard-Olsen,producer,,,
7715,Michael Todd,producer,,,
7716,William Wyler,producer,,,
7717,George Stevens,producer,,,
7717,Henry Ginsberg,producer,,,
7718,Charles Brackett,producer,,,
7719,Cecil B. DeMille,producer,,,
7720,Stephen Bosustow,producer,,,
7721,Stephen Bosustow,producer,,,
7722,Stephen Bosustow,producer,,,
7723,Konstantin Kalser,producer,,,
7724,Robert Youngson,producer,,,
7725,Cedric Francis,producer,,,
7727,Larry Lansburgh,producer,,,
7728,John Healy,producer,,,
7729,Walt Disney,producer,,,
7810,Nancy Hamilton,producer,,,
7811,Rene Risacher,producer,,,
7812,Walt Disney,producer,,,
7813,Dore Schary,producer,,,
7814,Wilbur T. Blume,producer,,,
7835,Harold Hecht,producer,,,
7836,Buddy Adler,producer,,,
7837,Leland Hayward,producer,,,
7838,Fred Kohlmar,producer,,,
7839,Hal B. Wallis,producer,,,
7840,Edward Selzer,producer,,,
7841,Fred Quimby,producer,,,
7841,William Hanna,producer,,,
7841,Joseph Barbera,producer,,,
7842,Walter Lantz,producer,,,
7843,Walt Disney,producer,,,
7844,Edmund Reek,producer,,,
7845,Robert Youngson,producer,,,
7846,Carson Davidson,producer,,,
7847,Justin Herman,producer,,,
7848,Wilbur T. Blume,producer,,,
7849,Dore Schary,producer,,,
7850,George K. Arthur,producer,,,
7851,Walt Disney,producer,,,
7852,Cedric Francis,producer,,,
7932,Walt Disney,producer,,,
7933,Guy Glover,producer,,,
7935,Otto Lang,producer,,,
7936,Morrie Roizman,producer,,,
7957,Sam Spiegel,producer,,,
7958,Stanley Kramer,producer,,,
7959,William Perlberg,producer,,,
7960,Jack Cummings,producer,,,
7961,Sol C. Siegel,producer,,,
7962,Stephen Bosustow,producer,,,
7963,Walter Lantz,producer,,,
7964,Walt Disney,producer,,,
7965,Edward Selzer,producer,,,
7966,Fred Quimby,producer,,,
7967,Robert Youngson,producer,,,
7968,Otto Lang,producer,,,
7969,Johnny Green,producer,,,
7970,Denis Sanders,producer,,,
7970,Terry Sanders,producer,,,
7971,Cedric Francis,producer,,,
7972,Otto Lang,producer,,,
7973,Walt Disney,producer,,,
8059,Walt Disney,producer,,,
8060,John Taylor,producer,,,
8060,Leon Clore,producer,,,
8060,Grahame Tharp,producer,,,
8061,Castleton Knight,producer,,,
8062,Walt Disney,producer,,,
8063,John Barnes,producer,,,
8065,James Carr,producer,,,
8066,John Healy,producer,,,
8066,John Adams,producer,,,
8087,Buddy Adler,producer,,,
8088,John Houseman,producer,,,
8089,Frank Ross,producer,,,
8090,William Wyler,producer,,,
8091,George Stevens,producer,,,
8092,Walt Disney,producer,,,
8093,Stephen Bosustow,producer,,,
8094,Edward Selzer,producer,,,
8095,Walt Disney,producer,,,
8096,Stephen Bosustow,producer,,,
8097,Johnny Green,producer,,,
8098,Vincenzo Lucci-Chiarissi,producer,,,
8100,Boris Vermont,producer,,,
8101,Jack Eaton,producer,,,
8102,Walt Disney,producer,,,
8103,Walt Disney,producer,,,
8105,Otto Lang,producer,,,
8106,Cedric Francis,producer,,,
8188,Irwin Allen,producer,,,
8189,Dore Schary,producer,,,
8190,Hall Bartlett,producer,,,
8191,Norman McLaren,producer,,,
8192,Herbert Morgan,producer,,,
8193,Alberto Ancilotto,producer,,,
8194,Stephen Bosustow,executive producer,,,
8215,Cecil B. DeMille,producer,,,
8216,Stanley Kramer,producer,,,
8217,Pandro S. Berman,producer,,,
8219,John Ford,producer,,,
8219,Merian C. Cooper,producer,,,
8220,Fred Quimby,producer,,,
8221,Fred Quimby,producer,,,
8222,Stephen Bosustow,executive producer,,,
8223,Stephen Bosustow,executive producer,,,
8224,Tom Daly,producer,,,
8225,Boris Vermont,producer,,,
8226,Jack Eaton,producer,,,
8227,Gordon Hollingshead,producer,,,
8228,Norman McLaren,producer,,,
8230,Walt Disney,producer,,,
8232,Herbert Morgan,producer,,,
8233,Gordon Hollingshead,producer,,,
8317,Olle Nordemar,producer,,,
8318,Bryan Foy,producer,,,
8321,Gordon Hollingshead,producer,,,
8342,Arthur Freed,producer,,,
8343,Anatole Litvak,producer,,,
8343,Frank McCarthy,producer,,,
8344,George Stevens,producer,,,
8345,Sam Zimbalist,producer,,,
8346,Charles K. Feldman,producer,,,
8347,Fred Quimby,producer,,,
8348,Walt Disney,producer,,,
8349,Stephen Bosustow,producer,,,
8350,Robert Youngson,producer,,,
8351,Jack Eaton,producer,,,
8352,Robert G. Leffingwell,producer,,,
8353,Walt Disney,producer,,,
8355,Tom Mead,producer,,,
8427,Robert Snyder,producer,,,
8428,Jack Arnold,producer,,,
8428,Lee Goodman,producer,,,
8429,Edmund Reek,producer,,,
8430,Guy Glover,producer,,,
8457,Stephen Bosustow,producer,,,
8458,Fred Quimby,producer,,,
8459,Stephen Bosustow,producer,,,
8460,Gordon Hollingshead,producer,,,
8461,Robert Youngson,producer,,,
8462,Pete Smith,producer,,,
8463,Walt Disney,producer,,,
8465,Gordon Hollingshead,producer,,,
8538,Paul F. Heard,producer,,,
8539,Richard de Rochemont,producer,,,
8540,Edward Selzer,producer,,,
8564,Edward Selzer,producer,,,
8565,Edward Selzer,producer,,,
8566,Fred Quimby,producer,,,
8567,Stephen Bosustow,producer,,,
8568,Walt Disney,producer,,,
8569,Jack Eaton,producer,,,
8570,Justin Herman,producer,,,
8571,Gordon Hollingshead,producer,,,
8572,Walton C. Ament,producer,,,
8573,Pete Smith,producer,,,
8574,Gaston Diehl,producer,,,
8574,Robert Haessens,producer,,,
8575,William Lasky,producer,,,
8576,Irving Allen,producer,,,
8577,Gordon Hollingshead,producer,,,
8578,Gordon Hollingshead,producer,,,
8646,Orville O. Dull,producer,,,
8647,Janice Loeb,producer,,,
8649,Herbert Morgan,producer,,,
8676,Fred Quimby,producer,,,
8677,Walt Disney,producer,,,
8678,Edward Selzer,producer,,,
8680,Walt Disney,producer,,,
8681,Edmund H. Reek,producer,,,
8682,Herbert Moulton,producer,,,
8683,Gordon Hollingshead,producer,,,
8684,Gordon Hollingshead,producer,,,
8685,Pete Smith,producer,,,
8686,Walt Disney,producer,,,
8687,Gordon Hollingshead,producer,,,
8688,Herbert Morgan,producer,,,
8689,Harry Grey,producer,,,
8690,Thomas Mead,producer,,,
8748,Sid Rogell,executive producer,,,
8748,Theron Warth,producer,,,
8748,Richard O. Fleischer,producer,,,
8750,Paul Rotha,producer,,,
8752,Frederic Ullman Jr,producer,,,
8779,Edward Selzer,producer,,,
8780,Walt Disney,producer,,,
8781,Frederick Quimby,producer,,,
8782,Walt Disney,producer,,,
8783,George Pal,producer,,,
8784,Herbert Moulton,producer,,,
8785,Thomas Mead,producer,,,
8786,Jerry Fairbanks,producer,,,
8787,Pete Smith,producer,,,
8788,Gordon Hollingshead,producer,,,
8789,Irving Allen,producer,,,
8790,Harry Grey,producer,,,
8791,Thomas Mead,producer,,,
8792,Herbert Morgan,producer,,,
8793,Ben Blake,producer,,,
8857,Herbert Morgan,producer,,,
8883,Frederick Quimby,producer,,,
8884,Walter Lantz,producer,,,
8885,George Pal,producer,,,
8886,Walt Disney,producer,,,
8887,Edward Selzer,producer,,,
8888,Gordon Hollingshead,producer,,,
8889,Jack Eaton,producer,,,
8890,Edmund Reek,producer,,,
8891,Gordon Hollingshead,producer,,,
8892,Pete Smith,producer,,,
8893,Gordon Hollingshead,producer,,,
8894,George B. Templeton,producer,,,
8895,Jules White,producer,,,
8896,Jerry Bresler,producer,,,
8969,Gordon Hollingshead,producer,,,
9029,Frederick Quimby,producer,,,
9030,Walt Disney,producer,,,
9031,George Pal,producer,,,
9032,Eddie Selzer,producer,,,
9033,Paul Terry,producer,,,
9034,Walter Lantz,producer,,,
9036,Herbert Moulton,producer,,,
9036,Jerry Bresler,executive producer,,,
9037,Edmund Reek,producer,,,
9038,Ralph Staub,producer,,,
9039,Gordon Hollingshead,producer,,,
9040,Grantland Rice,producer,,,
9041,Joseph O'Brien,producer,,,
9041,Thomas Mead,producer,,,
9042,Gordon Hollingshead,producer,,,
9043,Chester Franklin,producer,,,
9043,Jerry Bresler,executive producer,,,
9044,Jules White,producer,,,
9045,George Templeton,producer,,,
9200,Frederick C. Quimby,producer,,,
9201,George Pal,producer,,,
9203,Walter Lantz,producer,,,
9204,Walt Disney,producer,,,
